dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,datetime,lag_1_casual,lag_2_casual,lag_1_registered,lag_2_registered,hour_sin,hour_cos,lag_week_casual,lag_24_casual,lag_week_registered,lag_24_registered,casual_pred_lightgbm,registered_pred_lightgbm,total_pred_lightgbm,casual_pred_xgb,registered_pred_xgb,total_pred_xgb,casual_pred_lightgbm_2,registered_pred_lightgbm_2,total_pred_lightgbm_2,casual_pred_xgb_2,registered_pred_xgb_2,total_pred_xgb_2
2011-04-24,2,0,4,18,0,0,0,1,0.64,0.69,0.1642,96,174,270,2011-04-24 18:00:00,142.0,162.0,189.0,197.0,3.6739403974420594e-16,-1.0,102.0,149.0,175.0,227.0,,,,,,,,,,,,
2011-04-24,2,0,4,19,0,0,0,3,0.6,0.83,0.2836,62,132,194,2011-04-24 19:00:00,96.0,142.0,174.0,189.0,-0.49999999999999917,-0.8660254037844392,75.0,84.0,135.0,199.0,,,,,,,,,,,,
2011-04-24,2,0,4,20,0,0,0,3,0.6,0.83,0.2836,34,71,105,2011-04-24 20:00:00,62.0,96.0,132.0,174.0,-0.8660254037844387,-0.49999999999999983,44.0,45.0,97.0,138.0,,,,,,,,,,,,
2011-04-24,2,0,4,21,0,0,0,3,0.54,0.94,0.1642,8,53,61,2011-04-24 21:00:00,34.0,62.0,71.0,132.0,-1.0,-4.286263797015736e-16,13.0,32.0,70.0,103.0,,,,,,,,,,,,
2011-04-24,2,0,4,22,0,0,0,3,0.54,1.0,0.1642,5,40,45,2011-04-24 22:00:00,8.0,34.0,53.0,71.0,-0.8660254037844392,0.4999999999999991,21.0,55.0,49.0,114.0,,,,,,,,,,,,
2011-04-24,2,0,4,23,0,0,0,3,0.54,1.0,0.0896,5,37,42,2011-04-24 23:00:00,5.0,8.0,40.0,53.0,-0.5000000000000014,0.8660254037844378,19.0,31.0,37.0,86.0,,,,,,,,,,,,
2011-04-25,2,0,4,0,0,1,1,3,0.52,1.0,0.0,2,10,12,2011-04-25 00:00:00,5.0,5.0,37.0,40.0,0.0,1.0,15.0,30.0,24.0,66.0,,,,,,,,,,,,
2011-04-25,2,0,4,1,0,1,1,1,0.54,1.0,0.0896,2,8,10,2011-04-25 01:00:00,2.0,5.0,10.0,37.0,0.49999999999999994,0.8660254037844387,11.0,14.0,8.0,40.0,,,,,,,,,,,,
2011-04-25,2,0,4,2,0,1,1,1,0.54,1.0,0.0896,1,9,10,2011-04-25 02:00:00,2.0,2.0,8.0,10.0,0.8660254037844386,0.5000000000000001,14.0,27.0,2.0,45.0,,,,,,,,,,,,
2011-04-25,2,0,4,3,0,1,1,2,0.5,1.0,0.1045,2,8,10,2011-04-25 03:00:00,1.0,2.0,9.0,8.0,1.0,6.123233995736766e-17,6.0,4.0,1.0,20.0,,,,,,,,,,,,
2011-04-25,2,0,4,4,0,1,1,2,0.52,1.0,0.0,1,4,5,2011-04-25 04:00:00,2.0,1.0,8.0,9.0,0.8660254037844388,-0.4999999999999998,2.0,0.0,4.0,5.0,,,,,,,,,,,,
2011-04-25,2,0,4,5,0,1,1,2,0.46,1.0,0.0,3,14,17,2011-04-25 05:00:00,1.0,2.0,4.0,8.0,0.49999999999999994,-0.8660254037844387,0.0,5.0,16.0,7.0,,,,,,,,,,,,
2011-04-25,2,0,4,6,0,1,1,2,0.5,1.0,0.0,7,59,66,2011-04-25 06:00:00,3.0,1.0,14.0,4.0,1.2246467991473532e-16,-1.0,3.0,10.0,51.0,3.0,,,,,,,,,,,,
2011-04-25,2,0,4,7,0,1,1,2,0.52,1.0,0.0896,13,183,196,2011-04-25 07:00:00,7.0,3.0,59.0,14.0,-0.4999999999999998,-0.8660254037844388,12.0,16.0,156.0,11.0,,,,,,,,,,,,
2011-04-25,2,0,4,8,0,1,1,1,0.56,0.88,0.1045,27,326,353,2011-04-25 08:00:00,13.0,7.0,183.0,59.0,-0.8660254037844384,-0.5000000000000004,20.0,38.0,277.0,42.0,,,,,,,,,,,,
2011-04-25,2,0,4,9,0,1,1,1,0.6,0.83,0.1343,27,147,174,2011-04-25 09:00:00,27.0,13.0,326.0,183.0,-1.0,-1.8369701987210297e-16,37.0,73.0,132.0,104.0,,,,,,,,,,,,
2011-04-25,2,0,4,10,0,1,1,1,0.64,0.73,0.2239,61,64,125,2011-04-25 10:00:00,27.0,27.0,147.0,326.0,-0.8660254037844386,0.5,41.0,118.0,68.0,171.0,,,,,,,,,,,,
2011-04-25,2,0,4,11,0,1,1,1,0.64,0.73,0.2239,53,94,147,2011-04-25 11:00:00,61.0,27.0,64.0,147.0,-0.5000000000000004,0.8660254037844384,36.0,124.0,87.0,193.0,,,,,,,,,,,,
2011-04-25,2,0,4,12,0,1,1,1,0.66,0.74,0.2537,48,140,188,2011-04-25 12:00:00,53.0,61.0,94.0,64.0,-2.4492935982947064e-16,1.0,60.0,168.0,124.0,220.0,,,,,,,,,,,,
2011-04-25,2,0,4,13,0,1,1,1,0.7,0.65,0.2239,57,146,203,2011-04-25 13:00:00,48.0,53.0,140.0,94.0,0.5,0.8660254037844386,41.0,205.0,128.0,236.0,,,,,,,,,,,,
2011-04-25,2,0,4,14,0,1,1,1,0.72,0.54,0.2239,47,99,146,2011-04-25 14:00:00,57.0,48.0,146.0,140.0,0.8660254037844384,0.5000000000000006,49.0,197.0,95.0,223.0,,,,,,,,,,,,
2011-04-25,2,0,4,15,0,1,1,1,0.74,0.51,0.2239,50,125,175,2011-04-25 15:00:00,47.0,57.0,99.0,146.0,1.0,1.1943401194869635e-15,64.0,167.0,112.0,202.0,,,,,,,,,,,,
2011-04-25,2,0,4,16,0,1,1,1,0.7,0.54,0.3582,41,198,239,2011-04-25 16:00:00,50.0,47.0,125.0,99.0,0.8660254037844392,-0.49999999999999917,40.0,162.0,165.0,197.0,,,,,,,,,,,,
2011-04-25,2,0,4,17,0,1,1,1,0.7,0.54,0.2985,80,441,521,2011-04-25 17:00:00,41.0,50.0,198.0,125.0,0.4999999999999998,-0.8660254037844388,66.0,142.0,362.0,189.0,,,,,,,,,,,,
2011-04-25,2,0,4,18,0,1,1,1,0.68,0.57,0.3582,74,425,499,2011-04-25 18:00:00,80.0,41.0,441.0,198.0,3.6739403974420594e-16,-1.0,41.0,96.0,321.0,174.0,,,,,,,,,,,,
2011-04-25,2,0,4,19,0,1,1,1,0.66,0.57,0.3284,62,320,382,2011-04-25 19:00:00,74.0,80.0,425.0,441.0,-0.49999999999999917,-0.8660254037844392,42.0,62.0,244.0,132.0,,,,,,,,,,,,
2011-04-25,2,0,4,20,0,1,1,1,0.66,0.61,0.2836,42,195,237,2011-04-25 20:00:00,62.0,74.0,320.0,425.0,-0.8660254037844387,-0.49999999999999983,29.0,34.0,136.0,71.0,,,,,,,,,,,,
2011-04-25,2,0,4,21,0,1,1,1,0.62,0.69,0.2537,41,149,190,2011-04-25 21:00:00,42.0,62.0,195.0,320.0,-1.0,-4.286263797015736e-16,20.0,8.0,131.0,53.0,,,,,,,,,,,,
2011-04-25,2,0,4,22,0,1,1,1,0.6,0.73,0.2985,23,83,106,2011-04-25 22:00:00,41.0,42.0,149.0,195.0,-0.8660254037844392,0.4999999999999991,9.0,5.0,81.0,40.0,,,,,,,,,,,,
2011-04-25,2,0,4,23,0,1,1,1,0.58,0.78,0.2836,9,53,62,2011-04-25 23:00:00,23.0,41.0,83.0,149.0,-0.5000000000000014,0.8660254037844378,11.0,5.0,35.0,37.0,,,,,,,,,,,,
2011-04-26,2,0,4,0,0,2,1,1,0.62,0.69,0.2836,10,17,27,2011-04-26 00:00:00,9.0,23.0,53.0,83.0,0.0,1.0,2.0,2.0,23.0,10.0,,,,,,,,,,,,
2011-04-26,2,0,4,1,0,2,1,1,0.62,0.73,0.2836,16,5,21,2011-04-26 01:00:00,10.0,9.0,17.0,53.0,0.49999999999999994,0.8660254037844387,5.0,2.0,2.0,8.0,,,,,,,,,,,,
2011-04-26,2,0,4,2,0,2,1,1,0.56,0.83,0.3284,17,9,26,2011-04-26 02:00:00,16.0,10.0,5.0,17.0,0.8660254037844386,0.5000000000000001,8.0,1.0,5.0,9.0,,,,,,,,,,,,
2011-04-26,2,0,4,3,0,2,1,1,0.54,0.88,0.2836,17,4,21,2011-04-26 03:00:00,17.0,16.0,9.0,5.0,1.0,6.123233995736766e-17,0.0,2.0,3.0,8.0,,,,,,,,,,,,
2011-04-26,2,0,4,4,0,2,1,1,0.56,0.83,0.2537,2,4,6,2011-04-26 04:00:00,17.0,17.0,4.0,9.0,0.8660254037844388,-0.4999999999999998,1.0,1.0,4.0,4.0,,,,,,,,,,,,
2011-04-26,2,0,4,5,0,2,1,1,0.54,0.88,0.2537,0,16,16,2011-04-26 05:00:00,2.0,17.0,4.0,4.0,0.49999999999999994,-0.8660254037844387,1.0,3.0,17.0,14.0,,,,,,,,,,,,
2011-04-26,2,0,4,6,0,2,1,1,0.56,0.88,0.2239,0,80,80,2011-04-26 06:00:00,0.0,2.0,16.0,4.0,1.2246467991473532e-16,-1.0,2.0,7.0,63.0,59.0,,,,,,,,,,,,
2011-04-26,2,0,4,7,0,2,1,1,0.58,0.83,0.2985,16,254,270,2011-04-26 07:00:00,0.0,0.0,80.0,16.0,-0.4999999999999998,-0.8660254037844388,22.0,13.0,166.0,183.0,,,,,,,,,,,,
2011-04-26,2,0,4,8,0,2,1,1,0.58,0.83,0.2985,32,417,449,2011-04-26 08:00:00,16.0,0.0,254.0,80.0,-0.8660254037844384,-0.5000000000000004,20.0,27.0,331.0,326.0,,,,,,,,,,,,
2011-04-26,2,0,4,9,0,2,1,1,0.64,0.73,0.3582,35,164,199,2011-04-26 09:00:00,32.0,16.0,417.0,254.0,-1.0,-1.8369701987210297e-16,23.0,27.0,139.0,147.0,,,,,,,,,,,,
2011-04-26,2,0,4,10,0,2,1,1,0.66,0.69,0.3582,22,98,120,2011-04-26 10:00:00,35.0,32.0,164.0,417.0,-0.8660254037844386,0.5,15.0,61.0,60.0,64.0,,,,,,,,,,,,
2011-04-26,2,0,4,11,0,2,1,1,0.68,0.65,0.3881,40,132,172,2011-04-26 11:00:00,22.0,35.0,98.0,164.0,-0.5000000000000004,0.8660254037844384,19.0,53.0,53.0,94.0,,,,,,,,,,,,
2011-04-26,2,0,4,12,0,2,1,1,0.7,0.61,0.4179,40,146,186,2011-04-26 12:00:00,40.0,22.0,132.0,98.0,-2.4492935982947064e-16,1.0,19.0,48.0,84.0,140.0,,,,,,,,,,,,
2011-04-26,2,0,4,13,0,2,1,1,0.74,0.51,0.4478,37,139,176,2011-04-26 13:00:00,40.0,40.0,146.0,132.0,0.5,0.8660254037844386,26.0,57.0,103.0,146.0,,,,,,,,,,,,
2011-04-26,2,0,4,14,0,2,1,1,0.72,0.58,0.3284,40,115,155,2011-04-26 14:00:00,37.0,40.0,139.0,146.0,0.8660254037844384,0.5000000000000006,19.0,47.0,88.0,99.0,,,,,,,,,,,,
2011-04-26,2,0,4,15,0,2,1,1,0.7,0.61,0.3582,34,119,153,2011-04-26 15:00:00,40.0,37.0,115.0,139.0,1.0,1.1943401194869635e-15,44.0,50.0,83.0,125.0,,,,,,,,,,,,
2011-04-26,2,0,4,16,0,2,1,1,0.7,0.58,0.3881,40,251,291,2011-04-26 16:00:00,34.0,40.0,119.0,115.0,0.8660254037844392,-0.49999999999999917,30.0,41.0,162.0,198.0,,,,,,,,,,,,
2011-04-26,2,0,4,17,0,2,1,1,0.68,0.61,0.3582,66,455,521,2011-04-26 17:00:00,40.0,34.0,251.0,119.0,0.4999999999999998,-0.8660254037844388,39.0,80.0,372.0,441.0,,,,,,,,,,,,
2011-04-26,2,0,4,18,0,2,1,1,0.68,0.65,0.4478,65,463,528,2011-04-26 18:00:00,66.0,40.0,455.0,251.0,3.6739403974420594e-16,-1.0,44.0,74.0,377.0,425.0,,,,,,,,,,,,
2011-04-26,2,0,4,19,0,2,1,1,0.64,0.73,0.4179,42,286,328,2011-04-26 19:00:00,65.0,66.0,463.0,455.0,-0.49999999999999917,-0.8660254037844392,28.0,62.0,248.0,320.0,,,,,,,,,,,,
2011-04-26,2,0,4,20,0,2,1,1,0.64,0.73,0.3582,35,199,234,2011-04-26 20:00:00,42.0,65.0,286.0,463.0,-0.8660254037844387,-0.49999999999999983,20.0,42.0,148.0,195.0,,,,,,,,,,,,
2011-04-26,2,0,4,21,0,2,1,1,0.62,0.78,0.2836,33,162,195,2011-04-26 21:00:00,35.0,42.0,199.0,286.0,-1.0,-4.286263797015736e-16,8.0,41.0,114.0,149.0,,,,,,,,,,,,
2011-04-26,2,0,4,22,0,2,1,2,0.6,0.83,0.194,32,116,148,2011-04-26 22:00:00,33.0,35.0,162.0,199.0,-0.8660254037844392,0.4999999999999991,3.0,23.0,109.0,83.0,,,,,,,,,,,,
2011-04-26,2,0,4,23,0,2,1,2,0.6,0.83,0.2239,7,71,78,2011-04-26 23:00:00,32.0,33.0,116.0,162.0,-0.5000000000000014,0.8660254037844378,11.0,9.0,41.0,53.0,,,,,,,,,,,,
2011-04-27,2,0,4,0,0,3,1,1,0.6,0.83,0.2239,3,24,27,2011-04-27 00:00:00,7.0,32.0,71.0,116.0,0.0,1.0,4.0,10.0,29.0,17.0,,,,,,,,,,,,
2011-04-27,2,0,4,1,0,3,1,1,0.6,0.83,0.2537,2,15,17,2011-04-27 01:00:00,3.0,7.0,24.0,71.0,0.49999999999999994,0.8660254037844387,2.0,16.0,5.0,5.0,,,,,,,,,,,,
2011-04-27,2,0,4,2,0,3,1,1,0.58,0.88,0.2537,0,5,5,2011-04-27 02:00:00,2.0,3.0,15.0,24.0,0.8660254037844386,0.5000000000000001,0.0,17.0,2.0,9.0,,,,,,,,,,,,
2011-04-27,2,0,4,3,0,3,1,2,0.58,0.88,0.2836,3,4,7,2011-04-27 03:00:00,0.0,2.0,5.0,15.0,1.0,6.123233995736766e-17,0.0,17.0,2.0,4.0,,,,,,,,,,,,
2011-04-27,2,0,4,4,0,3,1,1,0.56,0.94,0.2239,0,6,6,2011-04-27 04:00:00,3.0,0.0,4.0,5.0,0.8660254037844388,-0.4999999999999998,5.0,2.0,4.0,4.0,,,,,,,,,,,,
2011-04-27,2,0,4,5,0,3,1,2,0.56,0.94,0.2537,1,16,17,2011-04-27 05:00:00,0.0,3.0,6.0,4.0,0.49999999999999994,-0.8660254037844387,1.0,0.0,14.0,16.0,,,,,,,,,,,,
2011-04-27,2,0,4,6,0,3,1,1,0.56,0.94,0.2537,5,79,84,2011-04-27 06:00:00,1.0,0.0,16.0,6.0,1.2246467991473532e-16,-1.0,2.0,0.0,62.0,80.0,,,,,,,,,,,,
2011-04-27,2,0,4,7,0,3,1,2,0.58,0.88,0.2836,17,229,246,2011-04-27 07:00:00,5.0,1.0,79.0,16.0,-0.4999999999999998,-0.8660254037844388,26.0,16.0,211.0,254.0,,,,,,,,,,,,
2011-04-27,2,0,4,8,0,3,1,2,0.58,0.88,0.3284,31,413,444,2011-04-27 08:00:00,17.0,5.0,229.0,79.0,-0.8660254037844384,-0.5000000000000004,22.0,32.0,374.0,417.0,,,,,,,,,,,,
2011-04-27,2,0,4,9,0,3,1,2,0.6,0.88,0.4179,20,161,181,2011-04-27 09:00:00,31.0,17.0,413.0,229.0,-1.0,-1.8369701987210297e-16,27.0,35.0,170.0,164.0,,,,,,,,,,,,
2011-04-27,2,0,4,10,0,3,1,2,0.62,0.83,0.2836,26,66,92,2011-04-27 10:00:00,20.0,31.0,161.0,413.0,-0.8660254037844386,0.5,45.0,22.0,86.0,98.0,,,,,,,,,,,,
2011-04-27,2,0,4,11,0,3,1,2,0.64,0.78,0.2836,53,103,156,2011-04-27 11:00:00,26.0,20.0,66.0,161.0,-0.5000000000000004,0.8660254037844384,31.0,40.0,87.0,132.0,,,,,,,,,,,,
2011-04-27,2,0,4,12,0,3,1,1,0.66,0.78,0.3284,38,135,173,2011-04-27 12:00:00,53.0,26.0,103.0,66.0,-2.4492935982947064e-16,1.0,28.0,40.0,117.0,146.0,,,,,,,,,,,,
2011-04-27,2,0,4,13,0,3,1,1,0.64,0.78,0.2985,31,119,150,2011-04-27 13:00:00,38.0,53.0,135.0,103.0,0.5,0.8660254037844386,42.0,37.0,135.0,139.0,,,,,,,,,,,,
2011-04-27,2,0,4,14,0,3,1,1,0.68,0.74,0.2836,29,119,148,2011-04-27 14:00:00,31.0,38.0,119.0,135.0,0.8660254037844384,0.5000000000000006,33.0,40.0,115.0,115.0,,,,,,,,,,,,
2011-04-27,2,0,4,15,0,3,1,1,0.7,0.65,0.4925,18,120,138,2011-04-27 15:00:00,29.0,31.0,119.0,119.0,1.0,1.1943401194869635e-15,32.0,34.0,113.0,119.0,,,,,,,,,,,,
2011-04-27,2,0,4,16,0,3,1,1,0.7,0.7,0.3881,29,189,218,2011-04-27 16:00:00,18.0,29.0,120.0,119.0,0.8660254037844392,-0.49999999999999917,54.0,40.0,201.0,251.0,,,,,,,,,,,,
2011-04-27,2,0,4,17,0,3,1,3,0.66,0.83,0.3881,63,458,521,2011-04-27 17:00:00,29.0,18.0,189.0,120.0,0.4999999999999998,-0.8660254037844388,34.0,66.0,398.0,455.0,,,,,,,,,,,,
2011-04-27,2,0,4,18,0,3,1,3,0.66,0.83,0.3881,46,366,412,2011-04-27 18:00:00,63.0,29.0,458.0,189.0,3.6739403974420594e-16,-1.0,56.0,65.0,385.0,463.0,,,,,,,,,,,,
2011-04-27,2,0,4,19,0,3,1,1,0.62,0.78,0.2836,40,220,260,2011-04-27 19:00:00,46.0,63.0,366.0,458.0,-0.49999999999999917,-0.8660254037844392,74.0,42.0,309.0,286.0,,,,,,,,,,,,
2011-04-27,2,0,4,20,0,3,1,1,0.64,0.83,0.3284,30,188,218,2011-04-27 20:00:00,40.0,46.0,220.0,366.0,-0.8660254037844387,-0.49999999999999983,31.0,35.0,194.0,199.0,,,,,,,,,,,,
2011-04-27,2,0,4,21,0,3,1,1,0.62,0.88,0.2836,19,126,145,2011-04-27 21:00:00,30.0,40.0,188.0,220.0,-1.0,-4.286263797015736e-16,38.0,33.0,134.0,162.0,,,,,,,,,,,,
2011-04-27,2,0,4,22,0,3,1,2,0.62,0.88,0.3284,18,111,129,2011-04-27 22:00:00,19.0,30.0,126.0,188.0,-0.8660254037844392,0.4999999999999991,12.0,32.0,105.0,116.0,,,,,,,,,,,,
2011-04-27,2,0,4,23,0,3,1,2,0.62,0.88,0.3582,25,53,78,2011-04-27 23:00:00,18.0,19.0,111.0,126.0,-0.5000000000000014,0.8660254037844378,14.0,7.0,79.0,71.0,,,,,,,,,,,,
2011-04-28,2,0,4,0,0,4,1,1,0.64,0.78,0.3582,13,41,54,2011-04-28 00:00:00,25.0,18.0,53.0,111.0,0.0,1.0,11.0,3.0,33.0,24.0,,,,,,,,,,,,
2011-04-28,2,0,4,1,0,4,1,2,0.62,0.83,0.3881,8,12,20,2011-04-28 01:00:00,13.0,25.0,41.0,53.0,0.49999999999999994,0.8660254037844387,6.0,2.0,20.0,15.0,,,,,,,,,,,,
2011-04-28,2,0,4,2,0,4,1,2,0.62,0.83,0.4478,14,7,21,2011-04-28 02:00:00,8.0,13.0,12.0,41.0,0.8660254037844386,0.5000000000000001,3.0,0.0,10.0,5.0,,,,,,,,,,,,
2011-04-28,2,0,4,3,0,4,1,2,0.64,0.78,0.3881,2,1,3,2011-04-28 03:00:00,14.0,8.0,7.0,12.0,1.0,6.123233995736766e-17,4.0,3.0,3.0,4.0,,,,,,,,,,,,
2011-04-28,2,0,4,4,0,4,1,2,0.62,0.83,0.4179,4,5,9,2011-04-28 04:00:00,2.0,14.0,1.0,7.0,0.8660254037844388,-0.4999999999999998,2.0,0.0,4.0,6.0,,,,,,,,,,,,
2011-04-28,2,0,4,5,0,4,1,2,0.62,0.83,0.3881,0,13,13,2011-04-28 05:00:00,4.0,2.0,5.0,1.0,0.49999999999999994,-0.8660254037844387,0.0,1.0,14.0,16.0,,,,,,,,,,,,
2011-04-28,2,0,4,6,0,4,1,2,0.64,0.78,0.4627,7,79,86,2011-04-28 06:00:00,0.0,4.0,13.0,5.0,1.2246467991473532e-16,-1.0,2.0,5.0,73.0,79.0,,,,,,,,,,,,
2011-04-28,2,0,4,7,0,4,1,2,0.64,0.78,0.4478,14,201,215,2011-04-28 07:00:00,7.0,0.0,79.0,13.0,-0.4999999999999998,-0.8660254037844388,15.0,17.0,183.0,229.0,,,,,,,,,,,,
2011-04-28,2,0,4,8,0,4,1,2,0.66,0.78,0.4478,31,367,398,2011-04-28 08:00:00,14.0,7.0,201.0,79.0,-0.8660254037844384,-0.5000000000000004,19.0,31.0,346.0,413.0,,,,,,,,,,,,
2011-04-28,2,0,4,9,0,4,1,3,0.62,0.88,0.3284,18,165,183,2011-04-28 09:00:00,31.0,14.0,367.0,201.0,-1.0,-1.8369701987210297e-16,18.0,20.0,178.0,161.0,,,,,,,,,,,,
2011-04-28,2,0,4,10,0,4,1,2,0.62,0.88,0.2836,9,45,54,2011-04-28 10:00:00,18.0,31.0,165.0,367.0,-0.8660254037844386,0.5,25.0,26.0,73.0,66.0,,,,,,,,,,,,
2011-04-28,2,0,4,11,0,4,1,2,0.62,0.83,0.2836,10,74,84,2011-04-28 11:00:00,9.0,18.0,45.0,165.0,-0.5000000000000004,0.8660254037844384,34.0,53.0,99.0,103.0,,,,,,,,,,,,
2011-04-28,2,0,4,12,0,4,1,2,0.62,0.78,0.2537,23,84,107,2011-04-28 12:00:00,10.0,9.0,74.0,45.0,-2.4492935982947064e-16,1.0,49.0,38.0,150.0,135.0,,,,,,,,,,,,
2011-04-28,2,0,4,13,0,4,1,2,0.62,0.83,0.2985,18,103,121,2011-04-28 13:00:00,23.0,10.0,84.0,74.0,0.5,0.8660254037844386,55.0,31.0,122.0,119.0,,,,,,,,,,,,
2011-04-28,2,0,4,14,0,4,1,1,0.62,0.83,0.2985,21,121,142,2011-04-28 14:00:00,18.0,23.0,103.0,84.0,0.8660254037844384,0.5000000000000006,68.0,29.0,160.0,119.0,,,,,,,,,,,,
2011-04-28,2,0,4,15,0,4,1,1,0.66,0.69,0.3284,46,117,163,2011-04-28 15:00:00,21.0,18.0,121.0,103.0,1.0,1.1943401194869635e-15,69.0,18.0,166.0,120.0,,,,,,,,,,,,
2011-04-28,2,0,4,16,0,4,1,1,0.62,0.78,0.2537,42,228,270,2011-04-28 16:00:00,46.0,21.0,117.0,121.0,0.8660254037844392,-0.49999999999999917,66.0,29.0,228.0,189.0,,,,,,,,,,,,
2011-04-28,2,0,4,17,0,4,1,1,0.64,0.47,0.3582,49,406,455,2011-04-28 17:00:00,42.0,46.0,228.0,117.0,0.4999999999999998,-0.8660254037844388,79.0,63.0,402.0,458.0,,,,,,,,,,,,
2011-04-28,2,0,4,18,0,4,1,1,0.64,0.47,0.3582,44,486,530,2011-04-28 18:00:00,49.0,42.0,406.0,228.0,3.6739403974420594e-16,-1.0,71.0,46.0,381.0,366.0,,,,,,,,,,,,
2011-04-28,2,0,4,19,0,4,1,1,0.62,0.43,0.2985,57,347,404,2011-04-28 19:00:00,44.0,49.0,486.0,406.0,-0.49999999999999917,-0.8660254037844392,52.0,40.0,272.0,220.0,,,,,,,,,,,,
2011-04-28,2,0,4,20,0,4,1,1,0.58,0.43,0.2239,49,220,269,2011-04-28 20:00:00,57.0,44.0,347.0,486.0,-0.8660254037844387,-0.49999999999999983,28.0,30.0,176.0,188.0,,,,,,,,,,,,
2011-04-28,2,0,4,21,0,4,1,1,0.56,0.46,0.1343,27,167,194,2011-04-28 21:00:00,49.0,57.0,220.0,347.0,-1.0,-4.286263797015736e-16,25.0,19.0,159.0,126.0,,,,,,,,,,,,
2011-04-28,2,0,4,22,0,4,1,1,0.54,0.45,0.1642,34,119,153,2011-04-28 22:00:00,27.0,49.0,167.0,220.0,-0.8660254037844392,0.4999999999999991,31.0,18.0,106.0,111.0,,,,,,,,,,,,
2011-04-28,2,0,4,23,0,4,1,1,0.54,0.39,0.0896,29,81,110,2011-04-28 23:00:00,34.0,27.0,119.0,167.0,-0.5000000000000014,0.8660254037844378,13.0,25.0,86.0,53.0,,,,,,,,,,,,
2011-04-29,2,0,4,0,0,5,1,1,0.52,0.39,0.2836,11,37,48,2011-04-29 00:00:00,29.0,34.0,81.0,119.0,0.0,1.0,3.0,13.0,30.0,41.0,,,,,,,,,,,,
2011-04-29,2,0,4,1,0,5,1,1,0.5,0.45,0.0896,10,21,31,2011-04-29 01:00:00,11.0,29.0,37.0,81.0,0.49999999999999994,0.8660254037844387,2.0,8.0,22.0,12.0,,,,,,,,,,,,
2011-04-29,2,0,4,2,0,5,1,1,0.46,0.63,0.1045,2,8,10,2011-04-29 02:00:00,10.0,11.0,21.0,37.0,0.8660254037844386,0.5000000000000001,2.0,14.0,7.0,7.0,,,,,,,,,,,,
2011-04-29,2,0,4,3,0,5,1,1,0.46,0.59,0.0896,1,4,5,2011-04-29 03:00:00,2.0,10.0,8.0,21.0,1.0,6.123233995736766e-17,0.0,2.0,2.0,1.0,,,,,,,,,,,,
2011-04-29,2,0,4,4,0,5,1,1,0.46,0.51,0.1343,0,6,6,2011-04-29 04:00:00,1.0,2.0,4.0,8.0,0.8660254037844388,-0.4999999999999998,1.0,4.0,2.0,5.0,,,,,,,,,,,,
2011-04-29,2,0,4,5,0,5,1,1,0.46,0.47,0.1343,0,25,25,2011-04-29 05:00:00,0.0,1.0,6.0,4.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,16.0,13.0,,,,,,,,,,,,
2011-04-29,2,0,4,6,0,5,1,1,0.5,0.45,0.2836,4,67,71,2011-04-29 06:00:00,0.0,0.0,25.0,6.0,1.2246467991473532e-16,-1.0,2.0,7.0,47.0,79.0,,,,,,,,,,,,
2011-04-29,2,0,4,7,0,5,1,1,0.52,0.42,0.194,18,222,240,2011-04-29 07:00:00,4.0,0.0,67.0,25.0,-0.4999999999999998,-0.8660254037844388,5.0,14.0,175.0,201.0,,,,,,,,,,,,
2011-04-29,2,0,4,8,0,5,1,1,0.54,0.39,0.2985,35,386,421,2011-04-29 08:00:00,18.0,4.0,222.0,67.0,-0.8660254037844384,-0.5000000000000004,15.0,31.0,331.0,367.0,,,,,,,,,,,,
2011-04-29,2,0,4,9,0,5,1,1,0.54,0.39,0.3284,45,185,230,2011-04-29 09:00:00,35.0,18.0,386.0,222.0,-1.0,-1.8369701987210297e-16,17.0,18.0,178.0,165.0,,,,,,,,,,,,
2011-04-29,2,0,4,10,0,5,1,1,0.56,0.4,0.2836,57,99,156,2011-04-29 10:00:00,45.0,35.0,185.0,386.0,-0.8660254037844386,0.5,32.0,9.0,104.0,45.0,,,,,,,,,,,,
2011-04-29,2,0,4,11,0,5,1,1,0.6,0.38,0.2239,49,108,157,2011-04-29 11:00:00,57.0,45.0,99.0,185.0,-0.5000000000000004,0.8660254037844384,23.0,10.0,83.0,74.0,,,,,,,,,,,,
2011-04-29,2,0,4,12,0,5,1,1,0.56,0.37,0.2836,63,160,223,2011-04-29 12:00:00,49.0,57.0,108.0,99.0,-2.4492935982947064e-16,1.0,19.0,23.0,61.0,84.0,,,,,,,,,,,,
2011-04-29,2,0,4,13,0,5,1,1,0.56,0.37,0.2985,74,234,308,2011-04-29 13:00:00,63.0,49.0,160.0,108.0,0.5,0.8660254037844386,3.0,18.0,37.0,103.0,,,,,,,,,,,,
2011-04-29,2,0,4,14,0,5,1,1,0.6,0.35,0.3284,58,190,248,2011-04-29 14:00:00,74.0,63.0,234.0,160.0,0.8660254037844384,0.5000000000000006,3.0,21.0,33.0,121.0,,,,,,,,,,,,
